City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
523,Key Biscayne,US,2021-10-11 23:34:39,25.6937,-80.1628,82.02,77,40,1.01,scattered clouds
524,Kenai,US,2021-10-11 23:34:39,60.5544,-151.2583,45.03,77,90,21.85,overcast clouds
525,Vila Do Maio,CV,2021-10-11 23:34:39,15.1333,-23.2167,77.79,78,20,13.38,few clouds
526,Jining,CN,2021-10-11 23:34:40,35.405,116.5814,57.0,63,98,5.46,overcast clouds
527,Syracuse,IT,2021-10-11 23:34:40,37.0881,15.2792,62.89,62,14,16.73,few clouds
528,Asau,RO,2021-10-11 23:34:40,46.4333,26.4,47.75,87,100,3.11,light rain
529,Kapit,MY,2021-10-11 23:34:41,2.0167,112.9333,76.46,96,100,1.57,overcast clouds
530,Nizhnyaya Tura,RU,2021-10-11 23:34:41,58.6293,59.8118,45.05,91,100,7.83,overcast clouds
531,Buraydah,SA,2021-10-11 23:30:43,26.326,43.975,75.65,18,0,4.63,clear sky
532,Chuy,UY,2021-10-11 23:30:32,-33.6971,-53.4616,60.22,96,100,13.02,light rain
533,Baoro,CF,2021-10-11 23:34:41,5.6667,15.9667,66.52,93,94,1.48,overcast clouds
534,Belyy Yar,RU,2021-10-11 23:34:42,53.6039,91.3903,33.69,93,75,6.71,shower sleet
535,Dalby,AU,2021-10-11 23:34:42,-27.1833,151.2667,69.98,71,100,1.99,light rain
536,Clonakilty,IE,2021-10-11 23:34:42,51.6231,-8.8706,51.01,84,37,3.29,scattered clouds
537,Sola,VU,2021-10-11 23:34:43,-13.8833,167.55,80.62,76,20,17.43,few clouds
538,Sao Francisco De Assis,BR,2021-10-11 23:34:43,-29.5503,-55.1311,61.48,94,64,5.21,light rain
539,Tual,ID,2021-10-11 23:34:43,-5.6667,132.75,83.07,76,93,8.68,overcast clouds
540,Hirara,JP,2021-10-11 23:31:00,24.8,125.2833,82.26,94,75,19.57,broken clouds
541,Magistralnyy,RU,2021-10-11 23:34:44,56.1725,107.4458,29.08,86,100,6.6,overcast clouds
542,Svetlyy,RU,2021-10-11 23:34:44,54.675,20.1347,46.45,90,22,13.51,few clouds
543,Krasnoselkup,RU,2021-10-11 23:34:44,65.7,82.4667,26.94,72,100,5.53,overcast clouds
544,Yelan,RU,2021-10-11 23:34:44,50.949,43.7378,46.06,50,99,6.67,overcast clouds
545,Brownsville,US,2021-10-11 23:34:12,25.9018,-97.4975,88.09,71,1,7.0,clear sky
546,Margate,GB,2021-10-11 23:30:53,51.3813,1.3862,52.03,84,84,1.01,broken clouds
547,Thongwa,MM,2021-10-11 23:34:45,16.7619,96.5278,78.96,96,100,6.78,overcast clouds
548,Qiongshan,CN,2021-10-11 23:34:45,20.0058,110.3542,71.58,83,40,11.18,light rain
549,Pedernales,DO,2021-10-11 23:34:45,18.0384,-71.744,80.46,80,51,1.86,broken clouds
550,Paamiut,GL,2021-10-11 23:31:03,61.994,-49.6678,36.72,87,58,0.85,broken clouds
551,Mnogovershinnyy,RU,2021-10-11 23:34:46,53.9353,139.9242,40.35,62,1,9.98,clear sky
552,Bushehr,IR,2021-10-11 23:34:46,28.9684,50.8385,82.56,44,0,4.72,clear sky
553,Luancheng,CN,2021-10-11 23:34:46,37.8792,114.6517,44.76,63,3,1.14,clear sky
554,Te Anau,NZ,2021-10-11 23:30:51,-45.4167,167.7167,40.48,91,86,6.71,overcast clouds
555,Marana,US,2021-10-11 23:32:35,32.4367,-111.2254,85.01,14,1,20.71,clear sky
556,Novyy Urengoy,RU,2021-10-11 23:34:47,66.0833,76.6333,27.21,86,92,1.5,overcast clouds
557,Saint-Leu,RE,2021-10-11 23:34:47,-21.15,55.2833,70.68,90,46,11.14,light rain
558,Zandvoort,NL,2021-10-11 23:34:47,52.3749,4.5341,55.94,80,40,5.75,scattered clouds
559,Ngama,TD,2021-10-11 23:34:48,11.7833,17.1667,83.95,21,32,3.94,scattered clouds
560,Ivdel,RU,2021-10-11 23:34:48,60.6911,60.4206,36.81,99,100,2.73,overcast clouds
561,Pontianak,ID,2021-10-11 23:34:48,-0.0333,109.3333,76.98,94,20,3.44,few clouds
562,Cedar City,US,2021-10-11 23:33:57,37.6775,-113.0619,56.37,23,1,27.63,clear sky
563,Puerto Baquerizo Moreno,EC,2021-10-11 23:34:49,-0.9,-89.6,68.99,82,40,12.64,scattered clouds
564,Gaomi,CN,2021-10-11 23:34:49,36.3833,119.7528,53.38,62,86,5.1,light rain
565,Avera,US,2021-10-11 23:30:36,33.194,-82.5271,73.74,69,100,4.09,overcast clouds
566,Pierre,US,2021-10-11 23:34:49,44.3683,-100.351,65.32,57,1,1.99,clear sky
567,Port Keats,AU,2021-10-11 23:34:50,-14.25,129.55,86.74,62,82,7.99,broken clouds
568,Faya,SA,2021-10-11 23:34:50,18.3851,42.4509,61.32,25,97,7.16,overcast clouds
569,San Carlos De Bariloche,AR,2021-10-11 23:30:25,-41.1456,-71.3082,58.75,31,0,5.75,clear sky
570,Plettenberg Bay,ZA,2021-10-11 23:34:50,-34.0527,23.3716,62.17,51,76,6.04,broken clouds
571,Aljezur,PT,2021-10-11 23:34:51,37.3191,-8.8033,65.35,77,1,3.47,clear sky
572,Tyrma,RU,2021-10-11 23:34:51,50.0833,132.1667,42.57,69,4,1.72,clear sky
573,Sibiti,CG,2021-10-11 23:34:51,-3.6819,13.3499,69.91,96,100,2.46,overcast clouds
574,Hambantota,LK,2021-10-11 23:34:51,6.1241,81.1185,79.97,80,93,17.0,overcast clouds
575,Whitehorse,CA,2021-10-11 23:34:52,60.7161,-135.0538,42.03,56,90,15.01,overcast clouds
576,Vostok,RU,2021-10-11 23:34:52,46.4856,135.8833,45.95,53,0,1.14,clear sky
577,Wajima,JP,2021-10-11 23:34:52,37.4,136.9,61.48,94,75,6.91,shower rain
578,Batagay,RU,2021-10-11 23:34:52,67.6333,134.6333,30.88,93,100,4.7,light snow
579,Sicamous,CA,2021-10-11 23:34:53,50.8331,-118.9856,52.77,47,34,0.83,scattered clouds
580,Atbasar,KZ,2021-10-11 23:34:53,51.8,68.3333,31.55,58,52,7.96,broken clouds
581,Eureka,US,2021-10-11 23:34:53,40.8021,-124.1637,59.67,69,2,10.0,clear sky
582,Olafsvik,IS,2021-10-11 23:32:09,64.8945,-23.7142,42.13,85,98,8.21,overcast clouds
583,Obo,CF,2021-10-11 23:34:54,5.3998,26.4869,69.4,98,100,2.73,overcast clouds
584,Saint-Marc,HT,2021-10-11 23:34:54,19.1082,-72.6938,81.28,75,21,3.62,few clouds
585,Uyuni,BO,2021-10-11 23:34:54,-20.4597,-66.825,54.5,6,0,9.8,clear sky
586,Sao Felix Do Xingu,BR,2021-10-11 23:30:43,-6.6447,-51.995,79.09,74,98,1.61,light rain
587,Shingu,JP,2021-10-11 23:34:55,33.7333,135.9833,77.99,73,87,2.57,overcast clouds
588,Trofors,NO,2021-10-11 23:34:55,65.5333,13.4063,45.75,97,100,3.2,overcast clouds
589,Barabai,ID,2021-10-11 23:34:55,-2.5833,115.3833,76.98,93,100,0.96,overcast clouds
590,Sarangani,PH,2021-10-11 23:34:56,5.4033,125.4636,83.75,75,97,10.29,overcast clouds
591,Sembe,CG,2021-10-11 23:34:56,1.6481,14.5806,71.44,95,99,0.96,overcast clouds
592,Key West,US,2021-10-11 23:34:56,24.5557,-81.7826,82.4,69,1,5.75,clear sky
593,Ferrara,IT,2021-10-11 23:34:57,44.8,11.8333,52.21,80,62,4.41,broken clouds
594,Billings,US,2021-10-11 23:34:57,45.7833,-108.5007,36.28,87,90,12.66,snow
595,Bakchar,RU,2021-10-11 23:34:57,57.0186,82.0711,24.46,70,9,2.08,clear sky
596,Palencia,ES,2021-10-11 23:34:58,42.4167,-4.5,49.8,52,41,8.37,scattered clouds
597,Inhambane,MZ,2021-10-11 23:34:58,-23.865,35.3833,66.22,64,70,5.14,broken clouds
598,Lilongwe,MW,2021-10-11 23:34:58,-13.9669,33.7873,63.07,76,50,9.28,scattered clouds
599,Shelburne,CA,2021-10-11 23:34:59,44.0787,-80.2041,68.79,78,100,9.91,overcast clouds
600,Samarai,PG,2021-10-11 23:34:59,-10.6167,150.6667,81.37,76,79,4.21,broken clouds
601,Casablanca,MA,2021-10-11 23:31:48,33.5928,-7.6192,69.82,100,51,15.99,broken clouds
602,Forest Grove,US,2021-10-11 23:34:59,45.5198,-123.1107,60.19,53,1,4.0,clear sky
603,Aranos,NA,2021-10-11 23:35:00,-24.1333,19.1167,65.64,36,0,14.76,clear sky
604,Igarka,RU,2021-10-11 23:35:00,67.4667,86.5833,25.5,84,100,6.62,overcast clouds
605,Oakdale,US,2021-10-11 23:32:44,44.963,-92.9649,67.26,62,1,0.0,clear sky
606,Almeirim,BR,2021-10-11 23:35:00,-1.5233,-52.5817,84.96,51,75,5.59,broken clouds
607,Mao,ES,2021-10-11 23:35:01,39.8885,4.2658,57.76,62,0,4.61,clear sky
608,Mana,GF,2021-10-11 23:35:01,5.6592,-53.7767,79.14,90,47,10.85,scattered clouds
609,Mastung,PK,2021-10-11 23:35:02,29.7994,66.845,47.25,18,0,2.21,clear sky
610,Kathu,TH,2021-10-11 23:35:02,7.9178,98.3332,85.69,82,95,20.29,overcast clouds
611,Meghri,AM,2021-10-11 23:35:04,38.9029,46.2446,52.47,78,18,3.69,few clouds
612,Chumikan,RU,2021-10-11 23:35:04,54.7183,135.315,44.04,54,54,25.93,broken clouds
613,Bilibino,RU,2021-10-11 23:35:05,68.0546,166.4372,4.06,92,28,2.46,scattered clouds
614,Menongue,AO,2021-10-11 23:35:05,-14.6585,17.691,66.49,33,30,3.83,scattered clouds
615,Nouakchott,MR,2021-10-11 23:35:06,18.0858,-15.9785,75.13,72,82,16.13,broken clouds
616,Chapais,CA,2021-10-11 23:35:06,49.7834,-74.8492,60.58,91,100,10.8,overcast clouds
617,Henties Bay,NA,2021-10-11 23:35:06,-22.116,14.2845,57.85,85,0,11.77,clear sky
618,Saint Anthony,US,2021-10-11 23:30:50,45.0205,-93.218,67.82,58,1,1.99,clear sky
619,Stykkisholmur,IS,2021-10-11 23:35:07,65.0757,-22.7297,40.05,78,90,3.69,overcast clouds
620,Miranda,CO,2021-10-11 23:35:07,3.2499,-76.2281,73.53,83,93,4.63,overcast clouds
621,Tukrah,LY,2021-10-11 23:35:07,32.5341,20.5791,72.52,70,35,11.83,scattered clouds
622,Nichinan,JP,2021-10-11 23:33:18,31.6,131.3667,76.68,79,81,7.31,broken clouds
623,Arman,RU,2021-10-11 23:35:08,59.7,150.1667,33.33,55,100,3.98,overcast clouds
624,Sioux Lookout,CA,2021-10-11 23:35:08,50.1001,-91.917,57.58,100,90,5.75,mist
625,Nampula,MZ,2021-10-11 23:35:08,-15.1165,39.2666,67.95,94,75,10.36,light rain
626,Roald,NO,2021-10-11 23:35:08,62.5833,6.1333,44.17,93,75,5.75,light intensity drizzle
627,Nuzvid,IN,2021-10-11 23:35:09,16.7833,80.85,74.35,83,27,3.69,scattered clouds
628,Mizque,BO,2021-10-11 23:35:09,-17.941,-65.3402,64.8,81,94,4.97,overcast clouds
629,Najran,SA,2021-10-11 23:35:09,17.4924,44.1277,70.45,29,37,3.67,scattered clouds
630,Yerofey Pavlovich,RU,2021-10-11 23:35:10,53.9667,121.9667,37.69,74,100,2.39,overcast clouds
631,Washington,US,2021-10-11 23:34:00,47.5001,-120.5015,58.89,30,0,5.84,clear sky
632,Bani,DO,2021-10-11 23:35:10,18.2833,-70.3333,80.85,86,67,7.25,broken clouds
633,Puerto Cabezas,NI,2021-10-11 23:35:10,14.0351,-83.3888,85.96,74,40,4.61,scattered clouds
634,Rawson,AR,2021-10-11 23:35:11,-43.3002,-65.1023,58.05,56,97,10.33,overcast clouds
635,Korla,CN,2021-10-11 23:35:11,41.7597,86.1469,48.07,37,99,5.61,overcast clouds
636,Bo Rai,TH,2021-10-11 23:35:11,12.5728,102.5371,82.85,98,100,2.8,light rain
637,Huntington,US,2021-10-11 23:32:03,38.4193,-82.4452,74.32,88,100,3.18,overcast clouds
638,Dunedin,NZ,2021-10-11 23:30:15,-45.8742,170.5036,46.8,62,100,21.99,overcast clouds
639,Hovd,MN,2021-10-11 23:35:12,48.0056,91.6419,32.76,45,32,9.44,scattered clouds
640,Tautira,PF,2021-10-11 23:30:54,-17.7333,-149.15,86.02,80,39,15.48,scattered clouds
641,Moen,NO,2021-10-11 23:35:12,69.1304,18.6123,42.87,87,75,6.91,broken clouds
642,Broken Hill,AU,2021-10-11 23:35:12,-31.95,141.4333,56.91,33,27,9.22,scattered clouds
643,Savonlinna,FI,2021-10-11 23:35:13,61.8699,28.88,45.25,81,0,12.66,clear sky
644,Kirovsk,UA,2021-10-11 23:35:13,48.6375,38.6428,50.52,61,100,8.66,overcast clouds
645,Manacapuru,BR,2021-10-11 23:35:13,-3.2997,-60.6206,81.18,63,49,4.21,light rain
646,Wagar,SD,2021-10-11 23:35:14,16.1525,36.2032,88.25,46,97,7.29,overcast clouds
647,De-Kastri,RU,2021-10-11 23:35:14,51.4667,140.7833,46.4,61,6,8.88,clear sky
648,Sinnamary,GF,2021-10-11 23:35:14,5.3833,-52.95,80.4,82,37,10.98,scattered clouds
